scrape_timestamp,source_platform,origin,destination,sector,departure_date,lead_time_days,carrier,departure_slot,base_fare,taxes_and_fees,total_fare
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-01,7,IndiGo,Evening,5880.0,1155.6,7035.6
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-01,7,Air India,Evening,5880.0,1155.6,7035.6
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-01,7,Akasa Air,Evening,5880.0,1155.6,7035.6
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-09,15,IndiGo,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-09,15,Air India,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-09,15,Akasa Air,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-24,30,IndiGo,Morning,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-24,30,Air India,Morning,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-10-24,30,Akasa Air,Morning,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-11-08,45,IndiGo,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-11-08,45,Air India,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,HYD,DEL-HYD,2026-11-08,45,Akasa Air,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-09-25,1,IndiGo,Evening,7526.4,1353.17,8879.57
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-09-25,1,Air India,Evening,7526.4,1353.17,8879.57
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-09-25,1,Akasa Air,Evening,7526.4,1353.17,8879.57
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-01,7,IndiGo,Evening,5880.0,1155.6,7035.6
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-01,7,Air India,Evening,5880.0,1155.6,7035.6
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-01,7,Akasa Air,Evening,5880.0,1155.6,7035.6
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-09,15,IndiGo,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-09,15,Air India,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-09,15,Akasa Air,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-24,30,IndiGo,Morning,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-24,30,Air India,Morning,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-10-24,30,Akasa Air,Morning,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-11-08,45,IndiGo,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-11-08,45,Air India,Evening,4468.8,986.26,5455.06
2026-09-24 20:13:00,IndiGo Direct,DEL,CCU,DEL-CCU,2026-11-08,45,Akasa Air,Evening,4468.8,986.26,5455.06
